,target,pred,category,bcountry,nat,movement,out,embedding,lstm,hidden
4345,1.0,[0.80758893],"['http://dbpedia.org/resource/Category:1484_births', 'http://dbpedia.org/resource/Category:15th-century_Italian_painters']",['unknown'],['unknown'],['unknown'],0,20,5,24
4346,0.0,[0.34860972],"['http://dbpedia.org/resource/Category:19th-century_German_male_artists', 'http://dbpedia.org/resource/Category:1907_deaths', 'http://dbpedia.org/resource/Category:1831_births']",['unknown'],['unknown'],['unknown'],0,20,0,5
4347,0.0,[0.23586737],"['http://dbpedia.org/resource/Category:1886_births', 'http://dbpedia.org/resource/Category:1983_deaths', 'http://dbpedia.org/resource/Category:Painters_from_the_Russian_Empire']",['unknown'],['unknown'],['unknown'],0,4,24,0
4348,1.0,[0.12731151],"['http://dbpedia.org/resource/Category:French_male_painters', 'http://dbpedia.org/resource/Category:French_male_sculptors', 'http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:20th-century_French_painters', 'http://dbpedia.org/resource/Category:21st-century_French_male_artists', 'http://dbpedia.org/resource/Category:20th-century_French_male_artists', 'http://dbpedia.org/resource/Category:Nouveau_réalisme_artists']",['unknown'],['French'],['http://dbpedia.org/resource/Nouveau_réalisme'],0,9,19,0
4349,0.0,[0.3435264],"['http://dbpedia.org/resource/Category:1974_births', 'http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:21st-century_American_painters', 'http://dbpedia.org/resource/Category:People_from_Rochester,_New_Hampshire']",['unknown'],['unknown'],['unknown'],0,20,0,5
4350,0.0,[0.13799457],"['http://dbpedia.org/resource/Category:18th-century_Scottish_painters', 'http://dbpedia.org/resource/Category:1730_deaths']",['unknown'],['unknown'],['unknown'],0,4,24,0
4351,1.0,[0.7606851],"['http://dbpedia.org/resource/Category:16th-century_Italian_botanists', 'http://dbpedia.org/resource/Category:Pre-Linnaean_botanists', 'http://dbpedia.org/resource/Category:1605_deaths', 'http://dbpedia.org/resource/Category:Victims_of_the_Inquisition', 'http://dbpedia.org/resource/Category:University_of_Bologna_faculty', 'http://dbpedia.org/resource/Category:Italian_painters_of_animals', 'http://dbpedia.org/resource/Category:Italian_entomologists', 'http://dbpedia.org/resource/Category:Scientists_from_Bologna', 'http://dbpedia.org/resource/Category:Italian_ornithologists']",['unknown'],['unknown'],['unknown'],0,23,11,23
4352,0.0,[0.71870947],"['http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:Italian_Baroque_painters']",['unknown'],['http://dbpedia.org/resource/Italy'],['http://dbpedia.org/resource/Mannerism'],0,20,5,23
4353,0.0,[0.11085799],"['http://dbpedia.org/resource/Category:Russian_male_painters', 'http://dbpedia.org/resource/Category:1957_births', 'http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:21st-century_Russian_painters', 'http://dbpedia.org/resource/Category:Soviet_film_directors', 'http://dbpedia.org/resource/Category:Soviet_animators', 'http://dbpedia.org/resource/Category:Russian_animators', 'http://dbpedia.org/resource/Category:21st-century_Russian_male_artists', 'http://dbpedia.org/resource/Category:20th-century_Russian_painters', 'http://dbpedia.org/resource/Category:Gerasimov_Institute_of_Cinematography_alumni', 'http://dbpedia.org/resource/Category:People_from_Pervomaysky_District,_Yaroslavl_Oblast']",['unknown'],['unknown'],['unknown'],0,4,19,0
4354,1.0,[0.26794606],"['http://dbpedia.org/resource/Category:19th-century_Hungarian_male_artists', 'http://dbpedia.org/resource/Category:19th-century_Hungarian_painters', 'http://dbpedia.org/resource/Category:Artists_from_Budapest']",['http://dbpedia.org/resource/Hungary'],['unknown'],['unknown'],0,4,24,0
4355,0.0,[0.35556644],"['http://dbpedia.org/resource/Category:16th-century_Italian_painters', 'http://dbpedia.org/resource/Category:1568_births', 'http://dbpedia.org/resource/Category:17th-century_Italian_painters', 'http://dbpedia.org/resource/Category:1630_deaths']",['unknown'],['unknown'],['unknown'],0,20,5,10
4356,0.0,[0.13447048],"['http://dbpedia.org/resource/Category:National_University_of_Colombia_alumni', 'http://dbpedia.org/resource/Category:1964_births', 'http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:University_of_La_Sabana_alumni', 'http://dbpedia.org/resource/Category:Colombian_male_painters']",['http://dbpedia.org/resource/Colombia'],['http://dbpedia.org/resource/Colombians'],['unknown'],0,6,4,0
4357,0.0,[0.4879594],"['http://dbpedia.org/resource/Category:Romanian_illustrators', 'http://dbpedia.org/resource/Category:19th-century_Romanian_inventors', 'http://dbpedia.org/resource/Category:Naturalised_citizens_of_Romania', 'http://dbpedia.org/resource/Category:Swiss_expatriates_in_Romania', 'http://dbpedia.org/resource/Category:Swiss_romantic_painters', 'http://dbpedia.org/resource/Category:Romanian_romantic_painters', 'http://dbpedia.org/resource/Category:People_from_Zug']",['http://dbpedia.org/resource/Switzerland'],"['Swiss, Romanian']",['http://dbpedia.org/resource/Romanticism'],0,9,23,4
4358,0.0,[0.09862366],"['http://dbpedia.org/resource/Category:People_from_Bergisch_Gladbach', 'http://dbpedia.org/resource/Category:Hochschule_für_Grafik_und_Buchkunst_Leipzig_alumni', 'http://dbpedia.org/resource/Category:1971_births', 'http://dbpedia.org/resource/Category:German_contemporary_artists', 'http://dbpedia.org/resource/Category:Artists_from_North_Rhine-Westphalia']",['http://dbpedia.org/resource/http://dbpedia.org/resource/Germany'],['http://dbpedia.org/resource/Germany'],['http://dbpedia.org/resource/Leipzig_school'],0,20,0,0
4359,0.0,[0.44985947],"['http://dbpedia.org/resource/Category:Italian_Renaissance_painters', 'http://dbpedia.org/resource/Category:16th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Year_of_birth_unknown', 'http://dbpedia.org/resource/Category:Italian_male_painters']",['unknown'],['unknown'],['unknown'],0,4,24,3
4360,0.0,[0.25857624],"['http://dbpedia.org/resource/Category:San_Francisco_Art_Institute_alumni', 'http://dbpedia.org/resource/Category:American_artists_of_Mexican_descent', 'http://dbpedia.org/resource/Category:1953_births', 'http://dbpedia.org/resource/Category:Chicano', 'http://dbpedia.org/resource/Category:Living_people']",['unknown'],['American'],['unknown'],0,10,2,0
4361,1.0,[0.30049422],"['http://dbpedia.org/resource/Category:Spanish_people_with_disabilities', 'http://dbpedia.org/resource/Category:Court_painters']",['unknown'],['unknown'],['unknown'],0,20,0,0
4362,1.0,[0.8478924],"['http://dbpedia.org/resource/Category:Painters_from_Haarlem', 'http://dbpedia.org/resource/Category:1609_births', 'http://dbpedia.org/resource/Category:Judith_Leyster', 'http://dbpedia.org/resource/Category:Dutch_Golden_Age_painters', 'http://dbpedia.org/resource/Category:17th-century_Dutch_women']",['http://dbpedia.org/resource/Netherlands'],['http://dbpedia.org/resource/Dutch_Republic'],['unknown'],0,20,10,24
4363,0.0,[0.17323032],"['http://dbpedia.org/resource/Category:German_male_painters', 'http://dbpedia.org/resource/Category:19th-century_German_painters', 'http://dbpedia.org/resource/Category:19th-century_German_male_artists']",['unknown'],['unknown'],['unknown'],0,8,9,0
4364,1.0,[0.9550478],"['http://dbpedia.org/resource/Category:People_from_Saint-Maurice,_Val-de-Marne', 'http://dbpedia.org/resource/Category:19th-century_French_male_artists', 'http://dbpedia.org/resource/Category:French_male_painters', 'http://dbpedia.org/resource/Category:19th-century_French_painters', 'http://dbpedia.org/resource/Category:Lycée_Pierre-Corneille_alumni', 'http://dbpedia.org/resource/Category:Artist_authors']",['http://dbpedia.org/resource/France'],['unknown'],['http://dbpedia.org/resource/Romanticism'],0,20,20,24
4365,0.0,[0.648492],"['http://dbpedia.org/resource/Category:People_from_Jiaozuo', 'http://dbpedia.org/resource/Category:11th-century_Chinese_painters']",['unknown'],['http://dbpedia.org/resource/China'],['http://dbpedia.org/resource/Northern_Song'],0,20,0,21
4366,0.0,[0.522787],"['http://dbpedia.org/resource/Category:Russian_people_of_Georgian_descent', 'http://dbpedia.org/resource/Category:Russian_book_publishers_(people)', 'http://dbpedia.org/resource/Category:20th-century_Russian_artists', 'http://dbpedia.org/resource/Category:Russian_emigrants_to_France', 'http://dbpedia.org/resource/Category:Russian_dadaists']",['unknown'],['unknown'],['unknown'],0,19,9,4
4367,0.0,[0.5462587],"['http://dbpedia.org/resource/Category:Renaissance_sculptors', 'http://dbpedia.org/resource/Category:16th-century_Italian_sculptors', 'http://dbpedia.org/resource/Category:16th-century_Italian_painters']",['unknown'],['unknown'],['unknown'],0,20,0,20
4368,0.0,[0.65399885],"['http://dbpedia.org/resource/Category:19th-century_American_painters', 'http://dbpedia.org/resource/Category:English_emigrants_to_the_United_States', 'http://dbpedia.org/resource/Category:1886_deaths', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:American_marine_artists']",['unknown'],['American'],['unknown'],0,4,24,14
4369,0.0,[0.21486029],"['http://dbpedia.org/resource/Category:19th-century_English_painters', 'http://dbpedia.org/resource/Category:1992_deaths']",['unknown'],['unknown'],['unknown'],0,13,4,0
4370,1.0,[0.90522325],"['http://dbpedia.org/resource/Category:1915_deaths', 'http://dbpedia.org/resource/Category:1839_births', 'http://dbpedia.org/resource/Category:20th-century_Russian_male_artists', 'http://dbpedia.org/resource/Category:Peredvizhniki', 'http://dbpedia.org/resource/Category:Moscow_School_of_Painting,_Sculpture_and_Architecture_alumni', 'http://dbpedia.org/resource/Category:Residents_of_the_Benois_House', 'http://dbpedia.org/resource/Category:Russian_portrait_painters', 'http://dbpedia.org/resource/Category:20th-century_Russian_painters', 'http://dbpedia.org/resource/Category:Burials_at_Nikolskoe_Cemetery', 'http://dbpedia.org/resource/Category:People_from_Moskovsky_Uyezd', 'http://dbpedia.org/resource/Category:Russian_male_painters', 'http://dbpedia.org/resource/Category:Imperial_Academy_of_Arts_alumni', 'http://dbpedia.org/resource/Category:Full_Members_of_the_Imperial_Academy_of_Arts']",['http://dbpedia.org/resource/Russia'],['http://dbpedia.org/resource/Russians'],"['http://dbpedia.org/resource/Realist_art', 'http://dbpedia.org/resource/Academism']",0,20,10,24
4371,0.0,[0.5135483],"['http://dbpedia.org/resource/Category:1967_deaths', 'http://dbpedia.org/resource/Category:Swiss_expatriates_in_the_United_Kingdom', 'http://dbpedia.org/resource/Category:American_people_of_Dutch-Jewish_descent']",['unknown'],['American'],['unknown'],0,17,7,12
4372,1.0,[0.384051],"['http://dbpedia.org/resource/Category:19th-century_Scottish_male_artists', 'http://dbpedia.org/resource/Category:1867_deaths', 'http://dbpedia.org/resource/Category:1817_births']",['unknown'],['unknown'],['unknown'],0,2,14,2
4373,1.0,[0.89430386],"['http://dbpedia.org/resource/Category:Caravaggisti', 'http://dbpedia.org/resource/Category:Dutch_expatriates_in_Italy', 'http://dbpedia.org/resource/Category:1600s_births']",['unknown'],['unknown'],['unknown'],0,20,10,24
4374,1.0,[0.61044914],"['http://dbpedia.org/resource/Category:19th-century_French_painters', 'http://dbpedia.org/resource/Category:Pupils_of_Jacques-Louis_David', 'http://dbpedia.org/resource/Category:French_portrait_painters', 'http://dbpedia.org/resource/Category:1855_deaths']",['unknown'],['unknown'],['unknown'],0,2,23,9
4375,1.0,[0.53741896],"['http://dbpedia.org/resource/Category:17th-century_women_artists', 'http://dbpedia.org/resource/Category:17th-century_English_women', 'http://dbpedia.org/resource/Category:English_women_painters', 'http://dbpedia.org/resource/Category:17th_century_in_London', 'http://dbpedia.org/resource/Category:Year_of_birth_uncertain', 'http://dbpedia.org/resource/Category:17th-century_English_painters']",['unknown'],['English'],['unknown'],0,1,22,8
4376,0.0,[0.46963924],"['http://dbpedia.org/resource/Category:1956_deaths', 'http://dbpedia.org/resource/Category:Artists_from_Iași', 'http://dbpedia.org/resource/Category:Romanian_expatriates_in_Germany']",['unknown'],['unknown'],['unknown'],0,4,24,4
4377,0.0,[0.1768089],"['http://dbpedia.org/resource/Category:1935_births', 'http://dbpedia.org/resource/Category:People_from_Treharris', 'http://dbpedia.org/resource/Category:Members_of_the_Order_of_the_British_Empire', 'http://dbpedia.org/resource/Category:People_from_Penarth', 'http://dbpedia.org/resource/Category:21st-century_Welsh_male_artists', 'http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:Welsh_Eisteddfod_Gold_Medal_winners', 'http://dbpedia.org/resource/Category:20th-century_Welsh_male_artists']",['http://dbpedia.org/resource/United_Kingdom'],['Welsh'],['unknown'],0,20,0,0
4378,0.0,[0.38484746],"['http://dbpedia.org/resource/Category:1943_deaths', 'http://dbpedia.org/resource/Category:Jan_Matejko_Academy_of_Fine_Arts_alumni']",['unknown'],['unknown'],['unknown'],0,4,24,2
4379,0.0,[0.67092156],"['http://dbpedia.org/resource/Category:21st-century_American_painters', 'http://dbpedia.org/resource/Category:21st-century_American_male_artists', 'http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:Painters_from_New_York_City', 'http://dbpedia.org/resource/Category:21st-century_American_Jews', 'http://dbpedia.org/resource/Category:Pratt_Institute_faculty']",['unknown'],['American'],['unknown'],0,0,21,18
4380,0.0,[0.14017832],"['http://dbpedia.org/resource/Category:21st-century_male_artists', 'http://dbpedia.org/resource/Category:Male_painters', 'http://dbpedia.org/resource/Category:20th-century_Dominican_Republic_painters', 'http://dbpedia.org/resource/Category:1974_births', 'http://dbpedia.org/resource/Category:21st-century_painters']",['http://dbpedia.org/resource/Dominican_Republic'],['Dominican Republic'],['unknown'],0,4,24,0
4381,0.0,[0.4357062],"['http://dbpedia.org/resource/Category:17th-century_Italian_painters', 'http://dbpedia.org/resource/Category:People_from_Urbino', 'http://dbpedia.org/resource/Category:Italian_Mannerist_painters', 'http://dbpedia.org/resource/Category:Italian_Baroque_painters']",['unknown'],['unknown'],['unknown'],0,20,0,10
4382,0.0,[0.42708302],"['http://dbpedia.org/resource/Category:20th-century_Italian_male_artists', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:1976_deaths']",['http://dbpedia.org/resource/Italy'],['unknown'],['unknown'],0,13,4,3
4383,1.0,[0.24813151],"['http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:American_male_sculptors', 'http://dbpedia.org/resource/Category:21st-century_American_painters', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:Living_people']",['unknown'],['unknown'],['unknown'],0,20,0,0
4384,0.0,[0.5871348],"['http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:San_Francisco_Art_Institute_alumni', 'http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:American_comic_strip_cartoonists']",['unknown'],['American'],['unknown'],0,22,2,17
4385,0.0,[0.10066748],"['http://dbpedia.org/resource/Category:1929_deaths', 'http://dbpedia.org/resource/Category:Landscape_artists', 'http://dbpedia.org/resource/Category:People_from_Ashbourne,_Derbyshire', 'http://dbpedia.org/resource/Category:20th-century_English_male_artists', 'http://dbpedia.org/resource/Category:1856_births', 'http://dbpedia.org/resource/Category:19th-century_English_male_artists']","['http://dbpedia.org/resource/Derbyshire', 'http://dbpedia.org/resource/United_Kingdom']",['http://dbpedia.org/resource/United_Kingdom'],['unknown'],0,4,24,0
4386,1.0,[0.8671909],"['http://dbpedia.org/resource/Category:Painters_from_Milan', 'http://dbpedia.org/resource/Category:Italian_Renaissance_painters', 'http://dbpedia.org/resource/Category:16th-century_Italian_painters']",['unknown'],['unknown'],['unknown'],0,20,20,24
4387,0.0,[0.3724305],"['http://dbpedia.org/resource/Category:Academy_of_Fine_Arts,_Munich_alumni', 'http://dbpedia.org/resource/Category:19th-century_Swiss_male_artists', 'http://dbpedia.org/resource/Category:20th-century_printmakers', 'http://dbpedia.org/resource/Category:20th-century_Swiss_painters', 'http://dbpedia.org/resource/Category:Swiss_expatriates_in_Germany', 'http://dbpedia.org/resource/Category:20th-century_Swiss_male_artists', 'http://dbpedia.org/resource/Category:Olympic_competitors_in_art_competitions']",['unknown'],['unknown'],['unknown'],0,4,24,2
4388,1.0,[0.9221833],"['http://dbpedia.org/resource/Category:16th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Michelangelo', 'http://dbpedia.org/resource/Category:Artist_authors', 'http://dbpedia.org/resource/Category:Italian_ecclesiastical_architects', 'http://dbpedia.org/resource/Category:15th-century_Italian_sculptors', 'http://dbpedia.org/resource/Category:Renaissance_painters', 'http://dbpedia.org/resource/Category:Italian_Renaissance_architects', 'http://dbpedia.org/resource/Category:Renaissance_artists', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:15th-century_people_of_the_Republic_of_Florence', 'http://dbpedia.org/resource/Category:Sonneteers', 'http://dbpedia.org/resource/Category:Painters_from_Tuscany', 'http://dbpedia.org/resource/Category:Italian_Roman_Catholics']",['http://dbpedia.org/resource/Italy'],['unknown'],['http://dbpedia.org/resource/High_Renaissance'],0,20,10,24
4389,1.0,[0.6500444],"['http://dbpedia.org/resource/Category:20th-century_American_printmakers', 'http://dbpedia.org/resource/Category:African-American_printmakers', 'http://dbpedia.org/resource/Category:Postmodern_artists', 'http://dbpedia.org/resource/Category:Mass_media_theorists', 'http://dbpedia.org/resource/Category:African-American_contemporary_artists', 'http://dbpedia.org/resource/Category:2010_deaths', 'http://dbpedia.org/resource/Category:African-American_painters', 'http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:People_from_Far_Rockaway,_Queens']",['http://dbpedia.org/resource/United_States'],['unknown'],['unknown'],0,16,15,21
4390,1.0,[0.87360257],"['http://dbpedia.org/resource/Category:Académie_Julian_alumni', 'http://dbpedia.org/resource/Category:Painters_from_Wuxi']",['http://dbpedia.org/resource/China'],['Chinese'],['unknown'],0,20,5,24
4391,0.0,[0.6148839],"['http://dbpedia.org/resource/Category:1562_deaths', 'http://dbpedia.org/resource/Category:1490s_births']",['unknown'],['unknown'],['unknown'],0,24,4,21
4392,0.0,[0.16134632],"['http://dbpedia.org/resource/Category:1794_births', 'http://dbpedia.org/resource/Category:19th-century_English_male_artists', 'http://dbpedia.org/resource/Category:19th-century_English_painters']",['unknown'],['unknown'],['unknown'],0,4,24,0
4393,1.0,[0.60376287],"['http://dbpedia.org/resource/Category:American_printmakers', 'http://dbpedia.org/resource/Category:People_from_Bedford,_Indiana', 'http://dbpedia.org/resource/Category:American_contemporary_artists', 'http://dbpedia.org/resource/Category:American_conceptual_artists', 'http://dbpedia.org/resource/Category:1937_births', 'http://dbpedia.org/resource/Category:Artists_from_the_San_Francisco_Bay_Area', 'http://dbpedia.org/resource/Category:Postmodern_artists']",['unknown'],['American'],['unknown'],0,0,21,17
4394,0.0,[0.5036798],['http://dbpedia.org/resource/Category:1894_deaths'],['unknown'],['unknown'],['unknown'],0,20,0,15
4395,0.0,[0.58073616],"['http://dbpedia.org/resource/Category:Artists_from_the_Bronx', 'http://dbpedia.org/resource/Category:Modern_sculptors', 'http://dbpedia.org/resource/Category:1912_births', 'http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:People_from_the_Bronx', 'http://dbpedia.org/resource/Category:City_College_of_New_York_alumni', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:1999_deaths']",['unknown'],['unknown'],['unknown'],0,20,0,20
4396,1.0,[0.44184884],"['http://dbpedia.org/resource/Category:Orientalist_painters', 'http://dbpedia.org/resource/Category:20th-century_Swedish_painters', 'http://dbpedia.org/resource/Category:1860_births', ""http://dbpedia.org/resource/Category:Chevaliers_of_the_Légion_d'honneur"", 'http://dbpedia.org/resource/Category:Portrait_painters', 'http://dbpedia.org/resource/Category:19th-century_Swedish_painters']",['http://dbpedia.org/resource/Sweden'],['Swedish'],['unknown'],0,23,3,11
4397,0.0,[0.12221584],['http://dbpedia.org/resource/Category:University_of_South_Africa_alumni'],['unknown'],['unknown'],['unknown'],0,20,0,0
4398,0.0,[0.3687063],"['http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:16th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Year_of_birth_unknown']",['unknown'],['unknown'],['unknown'],0,5,3,10
4399,1.0,[0.92254496],"['http://dbpedia.org/resource/Category:1629_deaths', 'http://dbpedia.org/resource/Category:Dutch_male_painters']",['http://dbpedia.org/resource/Netherlands'],['unknown'],['http://dbpedia.org/resource/Utrecht_Caravaggism'],0,11,20,24
4400,1.0,[0.8828742],"['http://dbpedia.org/resource/Category:Gian_Lorenzo_Bernini', 'http://dbpedia.org/resource/Category:16th-century_Italian_sculptors']",['http://dbpedia.org/resource/Italy'],['Italian'],['http://dbpedia.org/resource/Baroque_style'],0,14,22,24
4401,1.0,[0.44626993],"['http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:16th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Renaissance_painters']",['unknown'],['unknown'],['unknown'],0,4,24,3
4402,1.0,[0.9023746],"['http://dbpedia.org/resource/Category:19th-century_German_painters', 'http://dbpedia.org/resource/Category:German_women_painters', 'http://dbpedia.org/resource/Category:German_Expressionist_painters', 'http://dbpedia.org/resource/Category:Paula_Modersohn-Becker']",['unknown'],['http://dbpedia.org/resource/Germans'],['unknown'],0,20,10,24
4403,0.0,[0.14309439],"['http://dbpedia.org/resource/Category:19th-century_Italian_male_artists', 'http://dbpedia.org/resource/Category:Brera_Academy_faculty', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:20th-century_Italian_painters']",['unknown'],['unknown'],['unknown'],0,4,24,0
4404,1.0,[0.6320391],"['http://dbpedia.org/resource/Category:1868_births', 'http://dbpedia.org/resource/Category:1926_deaths', 'http://dbpedia.org/resource/Category:Austrian_male_painters', 'http://dbpedia.org/resource/Category:19th-century_Austrian_painters', 'http://dbpedia.org/resource/Category:19th-century_Austrian_male_artists']",['unknown'],['unknown'],['unknown'],0,4,24,9
4405,1.0,[0.83836174],"['http://dbpedia.org/resource/Category:1640s_births', 'http://dbpedia.org/resource/Category:Writers_from_Amsterdam', 'http://dbpedia.org/resource/Category:Dutch_Golden_Age_painters', 'http://dbpedia.org/resource/Category:Dutch_art_historians', 'http://dbpedia.org/resource/Category:Walloon_emigrants_to_the_Dutch_Republic', 'http://dbpedia.org/resource/Category:1711_deaths']",['unknown'],['unknown'],['unknown'],0,20,5,24
4406,1.0,[0.74111515],"['http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:17th-century_Italian_painters']",['unknown'],['unknown'],['unknown'],0,20,0,23
4407,0.0,[0.20543657],"['http://dbpedia.org/resource/Category:20th-century_American_women_artists', 'http://dbpedia.org/resource/Category:Living_people']",['unknown'],['American'],['http://dbpedia.org/resource/Pop_art'],0,24,3,0
4408,0.0,[0.4832653],"['http://dbpedia.org/resource/Category:1874_births', 'http://dbpedia.org/resource/Category:20th-century_American_women', 'http://dbpedia.org/resource/Category:Activists_from_Texas', 'http://dbpedia.org/resource/Category:History_of_women_in_Texas', 'http://dbpedia.org/resource/Category:American_suffragists']",['unknown'],['unknown'],['unknown'],0,20,0,15
4409,0.0,[0.31559813],"['http://dbpedia.org/resource/Category:Dutch_Golden_Age_painters', 'http://dbpedia.org/resource/Category:1613_births', 'http://dbpedia.org/resource/Category:1651_deaths']",['unknown'],['unknown'],['unknown'],0,20,0,5
4410,1.0,[0.38654187],"['http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:20th-century_American_women_artists', 'http://dbpedia.org/resource/Category:1954_deaths', 'http://dbpedia.org/resource/Category:20th-century_American_printmakers', 'http://dbpedia.org/resource/Category:Modern_painters', 'http://dbpedia.org/resource/Category:Artists_from_Hoboken,_New_Jersey', 'http://dbpedia.org/resource/Category:Atelier_17_alumni', 'http://dbpedia.org/resource/Category:Abstract_expressionist_artists', 'http://dbpedia.org/resource/Category:American_women_printmakers']",['unknown'],['unknown'],['http://dbpedia.org/resource/Abstract_expressionism'],0,20,0,10
4411,0.0,[0.20986125],"['http://dbpedia.org/resource/Category:20th-century_Irish_women_artists', 'http://dbpedia.org/resource/Category:1970_deaths', 'http://dbpedia.org/resource/Category:Irish_women_painters', 'http://dbpedia.org/resource/Category:20th-century_Irish_painters', 'http://dbpedia.org/resource/Category:Irish_illustrators', 'http://dbpedia.org/resource/Category:British_baronesses']",['unknown'],['Irish'],['unknown'],0,4,24,0
4412,1.0,[0.82102805],"['http://dbpedia.org/resource/Category:Lèse-majesté', 'http://dbpedia.org/resource/Category:Artists_from_Marseille', 'http://dbpedia.org/resource/Category:1808_births', 'http://dbpedia.org/resource/Category:1879_deaths', 'http://dbpedia.org/resource/Category:19th-century_French_male_artists', 'http://dbpedia.org/resource/Category:Burials_at_Père_Lachaise_Cemetery']",['http://dbpedia.org/resource/France'],['unknown'],['http://dbpedia.org/resource/Realism_(arts)'],0,20,5,24
4413,0.0,[0.221994],"['http://dbpedia.org/resource/Category:1870_births', 'http://dbpedia.org/resource/Category:Slovenian_impressionist_painters', 'http://dbpedia.org/resource/Category:Academy_of_Fine_Arts_Vienna_alumni', 'http://dbpedia.org/resource/Category:People_from_the_Municipality_of_Vrhnika', 'http://dbpedia.org/resource/Category:Burials_at_Žale', 'http://dbpedia.org/resource/Category:1949_deaths']",['unknown'],['unknown'],['unknown'],0,20,0,0
4414,0.0,[0.5465128],"['http://dbpedia.org/resource/Category:1874_births', 'http://dbpedia.org/resource/Category:20th-century_Dutch_painters', 'http://dbpedia.org/resource/Category:1966_deaths']",['unknown'],['unknown'],['unknown'],0,20,0,20
4415,0.0,[0.37198156],"['http://dbpedia.org/resource/Category:1793_births', 'http://dbpedia.org/resource/Category:People_from_Battersea']",['unknown'],['unknown'],['unknown'],0,20,0,10
4416,1.0,[0.880336],"['http://dbpedia.org/resource/Category:Painters_from_Rome', 'http://dbpedia.org/resource/Category:Artists_from_the_Province_of_Brescia', 'http://dbpedia.org/resource/Category:Italian_Renaissance_painters', 'http://dbpedia.org/resource/Category:1530s_births']",['unknown'],['unknown'],['unknown'],0,4,24,24
4417,0.0,[0.4769794],"['http://dbpedia.org/resource/Category:Philanthropists_from_New_York_(state)', 'http://dbpedia.org/resource/Category:2011_deaths', 'http://dbpedia.org/resource/Category:21st-century_American_women', 'http://dbpedia.org/resource/Category:Women_centenarians', 'http://dbpedia.org/resource/Category:20th-century_American_women', 'http://dbpedia.org/resource/Category:1906_births', 'http://dbpedia.org/resource/Category:William_A._Clark_family', 'http://dbpedia.org/resource/Category:20th-century_American_painters']",['unknown'],['American'],['unknown'],0,20,0,15
4418,1.0,[0.45053056],"['http://dbpedia.org/resource/Category:19th-century_Azerbaijani_painters', 'http://dbpedia.org/resource/Category:Azerbaijani_portrait_painters', 'http://dbpedia.org/resource/Category:1875_deaths', 'http://dbpedia.org/resource/Category:Artists_from_Yerevan']",['http://dbpedia.org/resource/Armenia'],['unknown'],['unknown'],0,20,0,15
4419,1.0,[0.9732921],"['http://dbpedia.org/resource/Category:Socialist_realist_artists', 'http://dbpedia.org/resource/Category:Soviet_painters', 'http://dbpedia.org/resource/Category:1914_births', 'http://dbpedia.org/resource/Category:1991_deaths']",['http://dbpedia.org/resource/Russia'],['unknown'],['http://dbpedia.org/resource/Realism_(visual_art)'],0,5,20,24
4420,1.0,[0.8808961],"['http://dbpedia.org/resource/Category:1434_births', 'http://dbpedia.org/resource/Category:Artists_from_Nuremberg', 'http://dbpedia.org/resource/Category:16th-century_German_painters']",['http://dbpedia.org/resource/http://dbpedia.org/resource/Germany'],['unknown'],['unknown'],0,20,5,24
